ano_tratamento,subamostra,outcome_var,variavel_endogena,variavel_instrumento,coeficiente,erro_padrao,t_estatistica,p_valor,F_stat_1estagio,n_observacoes,significancia,coeficiente_sig
1888,Geral,casaneg,densidade_buffer_real_1888,densidade_buffer_sintetica_1888,59.888702489539725,56.54740152040602,1.0590884970713985,0.2897613413881547,61.793656015774914,1286,,+59.8887
1891,Geral,casaneg,densidade_buffer_real_1891,densidade_buffer_sintetica_1891,60.23347032417415,57.074641072801924,1.0553455824162425,0.2914684952240712,58.60347361072317,1286,,+60.2335
1892,Geral,casaneg,densidade_buffer_real_1892,densidade_buffer_sintetica_1892,59.56349542197256,57.47835252441018,1.0362770122312892,0.30027066315867096,56.10773834187523,1286,,+59.5635
1894,Geral,casaneg,densidade_buffer_real_1894,densidade_buffer_sintetica_1894,-33.62374252981391,40.88354681329779,-0.8224272390886949,0.41098877476102547,114.89479109512709,1284,,-33.6237
1895,Geral,casaneg,densidade_buffer_real_1895,densidade_buffer_sintetica_1895,-33.720075945249405,39.499520277352964,-0.8536831766177879,0.39344243470992524,121.59698489435621,1282,,-33.7201
1896,Geral,casaneg,densidade_buffer_real_1896,densidade_buffer_sintetica_1896,-30.71074043902176,38.86816539684966,-0.7901258041242905,0.42960273986994,123.77062621591021,1281,,-30.7107
1900,Geral,casaneg,densidade_buffer_real_1900,densidade_buffer_sintetica_1900,-30.773388580566177,38.88475417325393,-0.7913998489858787,0.428859410385212,123.65756306621289,1281,,-30.7734
1901,Geral,casaneg,densidade_buffer_real_1901,densidade_buffer_sintetica_1901,10.023278917140455,33.754414673995036,0.2969471997647335,0.7665557249419191,149.38755642206812,1280,,+10.0233
1902,Geral,casaneg,densidade_buffer_real_1902,densidade_buffer_sintetica_1902,10.826078292599739,33.43415733656479,0.3238029355314409,0.7461409712510416,157.17097672162262,1279,,+10.8261
1904,Geral,casaneg,densidade_buffer_real_1904,densidade_buffer_sintetica_1904,-13.490017140919235,36.042851295780025,-0.37427719106392326,0.7082610754655121,121.05766372342777,1279,,-13.4900
1905,Geral,casaneg,densidade_buffer_real_1905,densidade_buffer_sintetica_1905,-29.8291365140838,32.96166554583526,-0.904964479801681,0.36565761924512774,122.14090796321125,1276,,-29.8291
1906,Geral,casaneg,densidade_buffer_real_1906,densidade_buffer_sintetica_1906,-28.858779671861477,33.81027529769771,-0.8535505676236419,0.3935168083542874,109.59250208974491,1275,,-28.8588
1907,Geral,casaneg,densidade_buffer_real_1907,densidade_buffer_sintetica_1907,-23.35942977460651,30.221517953828698,-0.7729403205455851,0.4397033639302147,135.09200782133345,1273,,-23.3594
1908,Geral,casaneg,densidade_buffer_real_1908,densidade_buffer_sintetica_1908,-21.350209529542745,30.143040486678316,-0.7082964818687898,0.4788927961774949,135.79079641077726,1273,,-21.3502
1910,Geral,casaneg,densidade_buffer_real_1910,densidade_buffer_sintetica_1910,-21.351772142106938,31.141890365375243,-0.6856286465463466,0.4930741412287979,118.39848866907424,1272,,-21.3518
1911,Geral,casaneg,densidade_buffer_real_1911,densidade_buffer_sintetica_1911,-19.416096515113942,31.193346363332772,-0.622443526544405,0.5337637920660838,116.93388489249189,1269,,-19.4161
1912,Geral,casaneg,densidade_buffer_real_1912,densidade_buffer_sintetica_1912,-12.238065937720199,28.64044292812442,-0.42730016321439745,0.6692343070627966,129.95818461053955,1269,,-12.2381
1913,Geral,casaneg,densidade_buffer_real_1913,densidade_buffer_sintetica_1913,-17.29335491507781,27.921148478650405,-0.6193640253838764,0.53578989564295465,126.66578263955837,1264,,-17.2934
1914,Geral,casaneg,densidade_buffer_real_1914,densidade_buffer_sintetica_1914,-17.975558590402215,28.716271612377053,-0.6259711857111192,0.5314485788466123,113.59147791847498,1264,,-17.9756
1915,Geral,casaneg,densidade_buffer_real_1915,densidade_buffer_sintetica_1915,-19.205015137626635,28.565778344335733,-0.672308484163351,0.5015122776431065,102.12905142822363,1262,,-19.2050
1916,Geral,casaneg,densidade_buffer_real_1916,densidade_buffer_sintetica_1916,-19.370269467619785,26.244069688128842,-0.7380817722939392,0.46060430378846406,110.34300703870036,1260,,-19.3703
1917,Geral,casaneg,densidade_buffer_real_1917,densidade_buffer_sintetica_1917,-19.62102700933499,26.341202974890088,-0.74487968632407775,0.45648583374630025,108.76620254283348,1257,,-19.6210
1918,Geral,casaneg,densidade_buffer_real_1918,densidade_buffer_sintetica_1918,-19.7674219862606,26.49219906679245,-0.7461601030712,0.45571236478024013,105.75060490484218,1257,,-19.7674
1919,Geral,casaneg,densidade_buffer_real_1919,densidade_buffer_sintetica_1919,-17.575588241311742,26.820096616208733,-0.6553141285363577,0.5123874704156659,102.07118726027292,1255,,-17.5756
1920,Geral,casaneg,densidade_buffer_real_1920,densidade_buffer_sintetica_1920,-18.9763661415018,26.79915950571539,-0.7080955705888745,0.479019525487006,102.00549903182049,1254,,-18.9764
1858,Geral,fabeofi,densidade_buffer_real_1858,densidade_buffer_sintetica_1858,-47.62526152126867,7.512234403937594,-6.339693220475859,3.167214698431741e-10,540442.995673689,1321,***,-47.6253***
1860,Geral,fabeofi,densidade_buffer_real_1860,densidade_buffer_sintetica_1860,9.232033254336292,55.245028274484035,0.16711066212994014,0.8673089862103823,1793.0965125807795,1318,,+9.2320
1862,Geral,fabeofi,densidade_buffer_real_1862,densidade_buffer_sintetica_1862,9.449158527893015,59.29071974502968,0.1593699413420451,0.8734022135502224,135.34418150922664,1317,,+9.4492
1863,Geral,fabeofi,densidade_buffer_real_1863,densidade_buffer_sintetica_1863,10.344250505777305,64.07833428600401,0.16143132653241732,0.8717788371878239,77.42493233462334,1316,,+10.3443
1873,Geral,fabeofi,densidade_buffer_real_1873,densidade_buffer_sintetica_1873,10.90945426951647,64.49140637270004,0.16916136401910703,0.8656961373056833,75.81103653449414,1314,,+10.9095
1875,Geral,fabeofi,densidade_buffer_real_1875,densidade_buffer_sintetica_1875,10.66578791128314,64.81747807625025,0.16455110917361018,0.8693230352475625,73.55405600103427,1312,,+10.6658
1876,Geral,fabeofi,densidade_buffer_real_1876,densidade_buffer_sintetica_1876,0.5164971172606985,23.368038205831056,0.022102716227664174,0.98236943534173,309.4134597922913,1310,,+0.5165
1880,Geral,fabeofi,densidade_buffer_real_1880,densidade_buffer_sintetica_1880,0.3891330023787908,24.088283916773975,0.016154451007106257,0.9871136696391307,155.18005427420718,1310,,+0.3891
1881,Geral,fabeofi,densidade_buffer_real_1881,densidade_buffer_sintetica_1881,7.428591537979377,22.288219317975095,0.3332967713570701,0.7389646921774706,146.42890024908056,1303,,+7.4286
1882,Geral,fabeofi,densidade_buffer_real_1882,densidade_buffer_sintetica_1882,6.094565357755643,19.63526241137993,0.31038879084312315,0.7563159269671987,92.03118727540532,1297,,+6.0946
1883,Geral,fabeofi,densidade_buffer_real_1883,densidade_buffer_sintetica_1883,1.0325365910866076,11.46005196190351,0.09009877045226797,0.9282228886283069,72.30247667307313,1293,,+1.0325
1884,Geral,fabeofi,densidade_buffer_real_1884,densidade_buffer_sintetica_1884,-20.161783690789658,9.188258583910443,-2.1942986809377514,0.028394403402095317,133.2966495688799,1290,**,-20.1618**
1885,Geral,fabeofi,densidade_buffer_real_1885,densidade_buffer_sintetica_1885,-20.910596064727386,10.280235534909279,-2.034058071307791,0.04215337169685104,98.5019973378443,1288,**,-20.9106**
